s transe;p transe;o transe;head rank transe;tail rank transe;s conve;p conve;o conve;head rank conve;tail rank conve;s complex;p complex;o complex;head rank complex;tail rank complex
emmanuel_philibert_duke_of_savoy;name;emmanuel_philibert;1751;2589;emmanuel_philibert_duke_of_savoy;name;emmanuel_philibert;1163;847;emmanuel_philibert_duke_of_savoy;name;emmanuel_philibert;579;2500
hedwig_of_bavaria;name;hedwig;1140;2590;hedwig_of_bavaria;name;hedwig;1863;819;hedwig_of_bavaria;name;hedwig;766;2519
alfonso_ii_count_of_provence;name;alfonso_ii;374;2592;alfonso_ii_count_of_provence;name;alfonso_ii;1423;792;alfonso_ii_count_of_provence;name;alfonso_ii;662;2584
otto_v_duke_of_brunswic_l_neburg;name;otto_v;2220;2592;otto_v_duke_of_brunswic_l_neburg;name;otto_v;299;792;otto_v_duke_of_brunswic_l_neburg;name;otto_v;904;2593
maria_josepha_of_saxony_dauphine_of_france;name;maria_josepha_of_saxony;739;2594;maria_josepha_of_saxony_dauphine_of_france;name;maria_josepha_of_saxony;2359;784;maria_josepha_of_saxony_dauphine_of_france;name;maria_josepha_of_saxony;835;2500
afonso_iii_of_portugal;name;afonso_iii;924;2598;afonso_iii_of_portugal;name;afonso_iii;9;699;afonso_iii_of_portugal;name;afonso_iii;436;2466
richard_duke_of_burgundy;name;richard;520;2599;richard_duke_of_burgundy;name;richard;137;1050;richard_duke_of_burgundy;name;richard;1297;2542
princess_augusta_of_saxe_gotha;name;augusta_of_saxe_gotha;788;2600;princess_augusta_of_saxe_gotha;name;augusta_of_saxe_gotha;2290;789;princess_augusta_of_saxe_gotha;name;augusta_of_saxe_gotha;300;2215
philip_iii_of_france;parent;louis_ix_of_france;198;7;philip_iii_of_france;parent;louis_ix_of_france;2;1;philip_iii_of_france;parent;louis_ix_of_france;1;1
george_iii;parent;princess_augusta_of_saxe_gotha;202;17;george_iii;parent;princess_augusta_of_saxe_gotha;1;1;george_iii;parent;princess_augusta_of_saxe_gotha;1;1
margaret_of_burgundy_queen_of_france;parent;agnes_of_france_duchess_of_burgundy;245;20;margaret_of_burgundy_queen_of_france;parent;agnes_of_france_duchess_of_burgundy;1;1;margaret_of_burgundy_queen_of_france;parent;agnes_of_france_duchess_of_burgundy;1;1
henry_iv_of_england;parent;john_of_gaunt;303;23;henry_iv_of_england;parent;john_of_gaunt;1;1;henry_iv_of_england;parent;john_of_gaunt;1;1
john_ii_of_aragon;parent;ferdinand_i_of_aragon;177;23;john_ii_of_aragon;parent;ferdinand_i_of_aragon;2;2;john_ii_of_aragon;parent;ferdinand_i_of_aragon;1;1
philip_the_bold;parent;john_ii_of_france;19;26;philip_the_bold;parent;john_ii_of_france;4;1;philip_the_bold;parent;john_ii_of_france;1;1
philip_iii_of_spain;parent;philip_ii_of_spain;123;28;philip_iii_of_spain;parent;philip_ii_of_spain;1;1;philip_iii_of_spain;parent;philip_ii_of_spain;1;1
albert_azzo_ii_margrave_of_milan;parent;albert_azzo_i_margrave_of_milan;539;29;albert_azzo_ii_margrave_of_milan;parent;albert_azzo_i_margrave_of_milan;11;9;albert_azzo_ii_margrave_of_milan;parent;albert_azzo_i_margrave_of_milan;1;1
leopold_ii_holy_roman_emperor;parent;maria_theresa;138;29;leopold_ii_holy_roman_emperor;parent;maria_theresa;1;1;leopold_ii_holy_roman_emperor;parent;maria_theresa;1;1
francesco_i_de_medici_grand_duke_of_tuscany;parent;cosimo_i_de_medici_grand_duke_of_tuscany;141;30;francesco_i_de_medici_grand_duke_of_tuscany;parent;cosimo_i_de_medici_grand_duke_of_tuscany;1;1;francesco_i_de_medici_grand_duke_of_tuscany;parent;cosimo_i_de_medici_grand_duke_of_tuscany;1;1
peter_i_duke_of_brittany;parent;robert_ii_count_of_dreux;102;36;peter_i_duke_of_brittany;parent;robert_ii_count_of_dreux;2;3;peter_i_duke_of_brittany;parent;robert_ii_count_of_dreux;1;1
henry_ii_of_france;parent;claude_of_france;106;39;henry_ii_of_france;parent;claude_of_france;4;10;henry_ii_of_france;parent;claude_of_france;1;1
theodoric_ii_duke_of_lorraine;parent;gerard_duke_of_lorraine;304;47;theodoric_ii_duke_of_lorraine;parent;gerard_duke_of_lorraine;1;1;theodoric_ii_duke_of_lorraine;parent;gerard_duke_of_lorraine;1;1
charles_iii_duke_of_savoy;parent;claudine_de_brosse;380;49;charles_iii_duke_of_savoy;parent;claudine_de_brosse;3;11;charles_iii_duke_of_savoy;parent;claudine_de_brosse;2;6
afonso_v_of_portugal;parent;eleanor_of_aragon_queen_of_portugal;251;51;afonso_v_of_portugal;parent;eleanor_of_aragon_queen_of_portugal;1;1;afonso_v_of_portugal;parent;eleanor_of_aragon_queen_of_portugal;1;1
joan_i_of_navarre;parent;henry_i_of_navarre;113;78;joan_i_of_navarre;parent;henry_i_of_navarre;1;1;joan_i_of_navarre;parent;henry_i_of_navarre;1;1
leopold_ii_holy_roman_emperor;parent;francis_i_holy_roman_emperor;95;78;leopold_ii_holy_roman_emperor;parent;francis_i_holy_roman_emperor;1;1;leopold_ii_holy_roman_emperor;parent;francis_i_holy_roman_emperor;1;1
frederick_iii_holy_roman_emperor;parent;cymburgis_of_masovia;14;86;frederick_iii_holy_roman_emperor;parent;cymburgis_of_masovia;2;6;frederick_iii_holy_roman_emperor;parent;cymburgis_of_masovia;1;1
odo_of_france;parent;robert_the_strong;1034;90;odo_of_france;parent;robert_the_strong;1;1;odo_of_france;parent;robert_the_strong;1;1
duchess_helene_of_mecklenburg_schwerin;parent;princess_caroline_louise_of_saxe_weimar_eisenach;190;93;duchess_helene_of_mecklenburg_schwerin;parent;princess_caroline_louise_of_saxe_weimar_eisenach;2;2;duchess_helene_of_mecklenburg_schwerin;parent;princess_caroline_louise_of_saxe_weimar_eisenach;1;1
odo_iv_duke_of_burgundy;parent;agnes_of_france_duchess_of_burgundy;69;93;odo_iv_duke_of_burgundy;parent;agnes_of_france_duchess_of_burgundy;1;1;odo_iv_duke_of_burgundy;parent;agnes_of_france_duchess_of_burgundy;1;1
joan_ii_countess_of_burgundy;parent;mahaut_countess_of_artois;154;103;joan_ii_countess_of_burgundy;parent;mahaut_countess_of_artois;1;1;joan_ii_countess_of_burgundy;parent;mahaut_countess_of_artois;1;1
gisela_of_burgundy_marchioness_of_montferrat;parent;william_i_count_of_burgundy;1384;109;gisela_of_burgundy_marchioness_of_montferrat;parent;william_i_count_of_burgundy;9;5;gisela_of_burgundy_marchioness_of_montferrat;parent;william_i_count_of_burgundy;1;3
beatrice_of_england;parent;henry_iii_of_england;48;111;beatrice_of_england;parent;henry_iii_of_england;2;2;beatrice_of_england;parent;henry_iii_of_england;1;1
otto_iv_count_of_burgundy;parent;adelaide_countess_of_burgundy;257;112;otto_iv_count_of_burgundy;parent;adelaide_countess_of_burgundy;1;2;otto_iv_count_of_burgundy;parent;adelaide_countess_of_burgundy;1;1
bona_of_savoy;parent;louis_duke_of_savoy;80;123;bona_of_savoy;parent;louis_duke_of_savoy;1;1;bona_of_savoy;parent;louis_duke_of_savoy;1;1
james_ii_of_scotland;parent;joan_beaufort_queen_of_scots;129;129;james_ii_of_scotland;parent;joan_beaufort_queen_of_scots;1;2;james_ii_of_scotland;parent;joan_beaufort_queen_of_scots;1;1
louis_ix_of_france;parent;louis_viii_of_france;142;130;louis_ix_of_france;parent;louis_viii_of_france;1;2;louis_ix_of_france;parent;louis_viii_of_france;1;1
matilda_of_bavaria_margravine_of_meissen;parent;louis_iv_holy_roman_emperor;182;152;matilda_of_bavaria_margravine_of_meissen;parent;louis_iv_holy_roman_emperor;1;1;matilda_of_bavaria_margravine_of_meissen;parent;louis_iv_holy_roman_emperor;1;1
marie_antoinette;parent;maria_theresa;614;165;marie_antoinette;parent;maria_theresa;1;1;marie_antoinette;parent;maria_theresa;1;1
agnes_of_france_duchess_of_burgundy;parent;margaret_of_provence;137;170;agnes_of_france_duchess_of_burgundy;parent;margaret_of_provence;2;2;agnes_of_france_duchess_of_burgundy;parent;margaret_of_provence;1;1
charles_iii_of_spain;parent;elisabeth_farnese;113;170;charles_iii_of_spain;parent;elisabeth_farnese;1;1;charles_iii_of_spain;parent;elisabeth_farnese;1;1
francis_ii_of_france;parent;catherine_de_medici;178;177;francis_ii_of_france;parent;catherine_de_medici;1;1;francis_ii_of_france;parent;catherine_de_medici;1;1
odo_of_france;parent;adelaide_of_tours;701;190;odo_of_france;parent;adelaide_of_tours;1;1;odo_of_france;parent;adelaide_of_tours;1;1
anna_of_holstei_gottorp;parent;adolf_duke_of_holstei_gottorp;334;194;anna_of_holstei_gottorp;parent;adolf_duke_of_holstei_gottorp;2;2;anna_of_holstei_gottorp;parent;adolf_duke_of_holstei_gottorp;1;1
ramon_berenguer_iv_count_of_barcelona;parent;douce_i_countess_of_provence;314;196;ramon_berenguer_iv_count_of_barcelona;parent;douce_i_countess_of_provence;2;3;ramon_berenguer_iv_count_of_barcelona;parent;douce_i_countess_of_provence;1;1
adela_of_champagne;parent;matilda_of_carinthia;374;202;adela_of_champagne;parent;matilda_of_carinthia;2;2;adela_of_champagne;parent;matilda_of_carinthia;1;1
james_ii_of_scotland;parent;james_i_of_scotland;46;209;james_ii_of_scotland;parent;james_i_of_scotland;1;1;james_ii_of_scotland;parent;james_i_of_scotland;1;1
beatriz_of_portugal_duchess_of_viseu;parent;john_constable_of_portugal;1421;223;beatriz_of_portugal_duchess_of_viseu;parent;john_constable_of_portugal;2;15;beatriz_of_portugal_duchess_of_viseu;parent;john_constable_of_portugal;1;1
stephen_iii_duke_of_bavaria;parent;stephen_ii_duke_of_bavaria;167;227;stephen_iii_duke_of_bavaria;parent;stephen_ii_duke_of_bavaria;6;6;stephen_iii_duke_of_bavaria;parent;stephen_ii_duke_of_bavaria;1;1
joan_ii_countess_of_burgundy;parent;otto_iv_count_of_burgundy;79;233;joan_ii_countess_of_burgundy;parent;otto_iv_count_of_burgundy;1;1;joan_ii_countess_of_burgundy;parent;otto_iv_count_of_burgundy;1;1
hugh_iv_duke_of_burgundy;parent;odo_iii_duke_of_burgundy;33;240;hugh_iv_duke_of_burgundy;parent;odo_iii_duke_of_burgundy;1;1;hugh_iv_duke_of_burgundy;parent;odo_iii_duke_of_burgundy;1;1
philip_ii_duke_of_savoy;parent;louis_duke_of_savoy;197;297;philip_ii_duke_of_savoy;parent;louis_duke_of_savoy;4;7;philip_ii_duke_of_savoy;parent;louis_duke_of_savoy;1;1
theobald_ii_duke_of_lorraine;parent;frederick_iii_duke_of_lorraine;586;297;theobald_ii_duke_of_lorraine;parent;frederick_iii_duke_of_lorraine;1;1;theobald_ii_duke_of_lorraine;parent;frederick_iii_duke_of_lorraine;1;1
vladimir_the_great;parent;sviatoslav_i;851;306;vladimir_the_great;parent;sviatoslav_i;1;2;vladimir_the_great;parent;sviatoslav_i;1;1
bertrade_of_montfort;parent;simon_i_de_montfort;1185;307;bertrade_of_montfort;parent;simon_i_de_montfort;2;3;bertrade_of_montfort;parent;simon_i_de_montfort;1;1
peter_ii_of_aragon;parent;sancha_of_castile_queen_of_aragon;596;311;peter_ii_of_aragon;parent;sancha_of_castile_queen_of_aragon;12;31;peter_ii_of_aragon;parent;sancha_of_castile_queen_of_aragon;2;1
baldwin_ii_count_of_hainaut;parent;richilde_countess_of_hainaut;44;335;baldwin_ii_count_of_hainaut;parent;richilde_countess_of_hainaut;1;3;baldwin_ii_count_of_hainaut;parent;richilde_countess_of_hainaut;1;1
louis_xviii;parent;maria_josepha_of_saxony_dauphine_of_france;341;340;louis_xviii;parent;maria_josepha_of_saxony_dauphine_of_france;27;11;louis_xviii;parent;maria_josepha_of_saxony_dauphine_of_france;2;1
matilda_of_b_thune;parent;robert_vii_lord_of_b_thune;753;341;matilda_of_b_thune;parent;robert_vii_lord_of_b_thune;1;4;matilda_of_b_thune;parent;robert_vii_lord_of_b_thune;1;1
henry_the_fowler;parent;otto_i_duke_of_saxony;108;367;henry_the_fowler;parent;otto_i_duke_of_saxony;2590;2517;henry_the_fowler;parent;otto_i_duke_of_saxony;1;2
anne_gonzaga;parent;charles_i_gonzaga_duke_of_mantua;750;374;anne_gonzaga;parent;charles_i_gonzaga_duke_of_mantua;1;3;anne_gonzaga;parent;charles_i_gonzaga_duke_of_mantua;1;1
ferdinand_iv_of_castile;parent;mar_a_de_molina;405;376;ferdinand_iv_of_castile;parent;mar_a_de_molina;2;2;ferdinand_iv_of_castile;parent;mar_a_de_molina;1;1
william_of_winchester_lord_of_lunenburg;parent;matilda_of_england_duchess_of_saxony;139;389;william_of_winchester_lord_of_lunenburg;parent;matilda_of_england_duchess_of_saxony;3;3;william_of_winchester_lord_of_lunenburg;parent;matilda_of_england_duchess_of_saxony;1;1
henry_i_duke_of_brabant;parent;godfrey_iii_count_of_louvain;10;427;henry_i_duke_of_brabant;parent;godfrey_iii_count_of_louvain;1;3;henry_i_duke_of_brabant;parent;godfrey_iii_count_of_louvain;1;1
werner_ii_count_of_habsburg;parent;otto_ii_count_of_habsburg;1405;431;werner_ii_count_of_habsburg;parent;otto_ii_count_of_habsburg;752;373;werner_ii_count_of_habsburg;parent;otto_ii_count_of_habsburg;748;562
charlemagne;parent;pepin_the_short;71;436;charlemagne;parent;pepin_the_short;2;3;charlemagne;parent;pepin_the_short;1;1
pepin_the_short;parent;charles_martel;17;452;pepin_the_short;parent;charles_martel;3;1;pepin_the_short;parent;charles_martel;1;1
marie_of_cleves_duchess_of_orl_ans;parent;adolph_i_duke_of_cleves;476;461;marie_of_cleves_duchess_of_orl_ans;parent;adolph_i_duke_of_cleves;2;3;marie_of_cleves_duchess_of_orl_ans;parent;adolph_i_duke_of_cleves;1;1
ferdinand_ii_of_le_n;parent;berengaria_of_barcelona;444;470;ferdinand_ii_of_le_n;parent;berengaria_of_barcelona;5;3;ferdinand_ii_of_le_n;parent;berengaria_of_barcelona;1;1
ermengarde_of_hesbaye;parent;ingerman_count_of_hesbaye;517;479;ermengarde_of_hesbaye;parent;ingerman_count_of_hesbaye;1;3;ermengarde_of_hesbaye;parent;ingerman_count_of_hesbaye;1;1
edward_iii_of_england;parent;isabella_of_france;172;480;edward_iii_of_england;parent;isabella_of_france;1;1;edward_iii_of_england;parent;isabella_of_france;1;1
catherine_of_vend_me;parent;joan_of_ponthieu_dame_of_epernon;1109;520;catherine_of_vend_me;parent;joan_of_ponthieu_dame_of_epernon;1;2;catherine_of_vend_me;parent;joan_of_ponthieu_dame_of_epernon;1;1
joan_beaufort_queen_of_scots;parent;margaret_holland_duchess_of_clarence;296;523;joan_beaufort_queen_of_scots;parent;margaret_holland_duchess_of_clarence;3;13;joan_beaufort_queen_of_scots;parent;margaret_holland_duchess_of_clarence;1;1
willa_of_burgundy;parent;guilla_of_provence;140;530;willa_of_burgundy;parent;guilla_of_provence;2;2;willa_of_burgundy;parent;guilla_of_provence;1;1
otto_i_duke_of_brunswic_l_neburg;parent;helena_of_denmark;339;544;otto_i_duke_of_brunswic_l_neburg;parent;helena_of_denmark;4;3;otto_i_duke_of_brunswic_l_neburg;parent;helena_of_denmark;1;1
margaret_of_anjou;parent;ren__of_anjou;205;557;margaret_of_anjou;parent;ren__of_anjou;1;1;margaret_of_anjou;parent;ren__of_anjou;1;1
frederick_ii_duke_of_lorraine;parent;frederick_i_duke_of_lorraine;162;568;frederick_ii_duke_of_lorraine;parent;frederick_i_duke_of_lorraine;1;1;frederick_ii_duke_of_lorraine;parent;frederick_i_duke_of_lorraine;1;1
archduchess_maria_theresa_of_austria_este_1817_1886;parent;francis_iv_duke_of_modena;656;580;archduchess_maria_theresa_of_austria_este_1817_1886;parent;francis_iv_duke_of_modena;1;1;archduchess_maria_theresa_of_austria_este_1817_1886;parent;francis_iv_duke_of_modena;1;1
ferdinand_iv_of_castile;parent;sancho_iv_of_castile;601;591;ferdinand_iv_of_castile;parent;sancho_iv_of_castile;1;1;ferdinand_iv_of_castile;parent;sancho_iv_of_castile;1;1
princess_augusta_of_saxe_gotha;parent;princess_magdalena_augusta_of_anhalt_zerbst;345;662;princess_augusta_of_saxe_gotha;parent;princess_magdalena_augusta_of_anhalt_zerbst;1;2;princess_augusta_of_saxe_gotha;parent;princess_magdalena_augusta_of_anhalt_zerbst;1;1
adelaide_of_aquitaine;parent;gerloc;226;664;adelaide_of_aquitaine;parent;gerloc;1;4;adelaide_of_aquitaine;parent;gerloc;1;1
gerberga_of_saxony;parent;henry_the_fowler;383;688;gerberga_of_saxony;parent;henry_the_fowler;4;1;gerberga_of_saxony;parent;henry_the_fowler;1;1
margaret_of_foix;parent;gaston_iv_count_of_foix;274;692;margaret_of_foix;parent;gaston_iv_count_of_foix;1;1;margaret_of_foix;parent;gaston_iv_count_of_foix;1;1
ferdinand_i_of_aragon;parent;eleanor_of_aragon_queen_of_castile;162;722;ferdinand_i_of_aragon;parent;eleanor_of_aragon_queen_of_castile;2;5;ferdinand_i_of_aragon;parent;eleanor_of_aragon_queen_of_castile;1;1
pepin_of_herstal;parent;begga;38;751;pepin_of_herstal;parent;begga;1;3;pepin_of_herstal;parent;begga;1;1
wilhelmine_amalie_of_brunswick;parent;benedicta_henrietta_of_the_palatinate;374;792;wilhelmine_amalie_of_brunswick;parent;benedicta_henrietta_of_the_palatinate;1;1;wilhelmine_amalie_of_brunswick;parent;benedicta_henrietta_of_the_palatinate;1;1
mar_a_isabella_of_spain;parent;charles_iv_of_spain;828;793;mar_a_isabella_of_spain;parent;charles_iv_of_spain;2;3;mar_a_isabella_of_spain;parent;charles_iv_of_spain;1;1
louise_marie_ad_la_de_de_bourbon_duchess_of_orl_ans;parent;maria_teresa_felicitas_d_este;30;830;louise_marie_ad_la_de_de_bourbon_duchess_of_orl_ans;parent;maria_teresa_felicitas_d_este;1;1;louise_marie_ad_la_de_de_bourbon_duchess_of_orl_ans;parent;maria_teresa_felicitas_d_este;1;1
elisabeth_of_nuremberg;parent;frederick_v_burgrave_of_nuremberg;860;838;elisabeth_of_nuremberg;parent;frederick_v_burgrave_of_nuremberg;124;569;elisabeth_of_nuremberg;parent;frederick_v_burgrave_of_nuremberg;1;1
mary_of_guise;parent;claude_duke_of_guise;733;857;mary_of_guise;parent;claude_duke_of_guise;1;2;mary_of_guise;parent;claude_duke_of_guise;1;1
henry_iii_of_england;parent;isabella_of_angoul_me;1162;893;henry_iii_of_england;parent;isabella_of_angoul_me;2;4;henry_iii_of_england;parent;isabella_of_angoul_me;1;1
dangereuse_de_l_isle_bouchard;parent;bartholomew_de_l_isle_bouchard;1226;896;dangereuse_de_l_isle_bouchard;parent;bartholomew_de_l_isle_bouchard;1;4;dangereuse_de_l_isle_bouchard;parent;bartholomew_de_l_isle_bouchard;1;1
robert_the_strong;parent;robert_iii_of_worms;155;933;robert_the_strong;parent;robert_iii_of_worms;1;3;robert_the_strong;parent;robert_iii_of_worms;1;1
elisabeth_of_nuremberg;parent;elisabeth_of_meissen;690;935;elisabeth_of_nuremberg;parent;elisabeth_of_meissen;2;1;elisabeth_of_nuremberg;parent;elisabeth_of_meissen;1;1
henry_ix_duke_of_bavaria;parent;judith_of_flanders_died_1095;389;952;henry_ix_duke_of_bavaria;parent;judith_of_flanders_died_1095;2;3;henry_ix_duke_of_bavaria;parent;judith_of_flanders_died_1095;1;1
frederick_ii_count_of_vaud_mont;parent;marie_countess_of_harcourt;179;971;frederick_ii_count_of_vaud_mont;parent;marie_countess_of_harcourt;2;3;frederick_ii_count_of_vaud_mont;parent;marie_countess_of_harcourt;1;1
adolphus_frederick_ii_duke_of_mecklenburg_strelitz;parent;adolphus_frederick_i_duke_of_mecklenburg_schwerin;221;985;adolphus_frederick_ii_duke_of_mecklenburg_strelitz;parent;adolphus_frederick_i_duke_of_mecklenburg_schwerin;3;2;adolphus_frederick_ii_duke_of_mecklenburg_strelitz;parent;adolphus_frederick_i_duke_of_mecklenburg_schwerin;1;1
philip_v_of_spain;parent;louis_dauphin_of_france_son_of_louis_xiv;1097;989;philip_v_of_spain;parent;louis_dauphin_of_france_son_of_louis_xiv;7;2;philip_v_of_spain;parent;louis_dauphin_of_france_son_of_louis_xiv;1;1
cosimo_i_de_medici_grand_duke_of_tuscany;parent;giovanni_delle_bande_nere;601;1047;cosimo_i_de_medici_grand_duke_of_tuscany;parent;giovanni_delle_bande_nere;1;2;cosimo_i_de_medici_grand_duke_of_tuscany;parent;giovanni_delle_bande_nere;1;1
victor_amadeus_iii_of_sardinia;parent;polyxena_of_hesse_rotenburg;586;1116;victor_amadeus_iii_of_sardinia;parent;polyxena_of_hesse_rotenburg;1;4;victor_amadeus_iii_of_sardinia;parent;polyxena_of_hesse_rotenburg;1;1
beatrice_regina_della_scala;parent;mastino_ii_della_scala;345;1139;beatrice_regina_della_scala;parent;mastino_ii_della_scala;1;3;beatrice_regina_della_scala;parent;mastino_ii_della_scala;1;1
ramon_borrell_count_of_barcelona;parent;letgarda_de_rouergue;455;1209;ramon_borrell_count_of_barcelona;parent;letgarda_de_rouergue;646;703;ramon_borrell_count_of_barcelona;parent;letgarda_de_rouergue;1151;1428
maria_beatrice_d_este_duchess_of_massa;parent;ercole_iii_d_este_duke_of_modena;1279;1282;maria_beatrice_d_este_duchess_of_massa;parent;ercole_iii_d_este_duke_of_modena;212;170;maria_beatrice_d_este_duchess_of_massa;parent;ercole_iii_d_este_duke_of_modena;4;4
anne_of_foix_candale;parent;catherine_of_foix_countess_of_candale;108;1292;anne_of_foix_candale;parent;catherine_of_foix_countess_of_candale;2;5;anne_of_foix_candale;parent;catherine_of_foix_countess_of_candale;1;1
elisabeth_christine_of_brunswic_wolfenb_ttel;parent;louis_rudolph_duke_of_brunswic_l_neburg;767;1312;elisabeth_christine_of_brunswic_wolfenb_ttel;parent;louis_rudolph_duke_of_brunswic_l_neburg;1;2;elisabeth_christine_of_brunswic_wolfenb_ttel;parent;louis_rudolph_duke_of_brunswic_l_neburg;1;1
marie_of_luxembourg_countess_of_vend_me;parent;peter_ii_count_of_saint_pol;1254;1327;marie_of_luxembourg_countess_of_vend_me;parent;peter_ii_count_of_saint_pol;2;5;marie_of_luxembourg_countess_of_vend_me;parent;peter_ii_count_of_saint_pol;1;1
